Link_ID,Link_Desc
3639, MELBOURNE ROAD btwn AYRES STREET & BALLARAT-DAYLESFORD ROAD
3642, BALLARAT-DAYLESFORD ROAD btwn BUNGAREE-CRESWICK ROAD & WESTERN HIGHWAY Offramp
3644, BALLARAT-DAYLESFORD ROAD btwn WESTERN FREEWAY & WESTERN FREEWAY
3645, HUMFFRAY STREET btwn WESTERN FREEWAY & WESTERN HIGHWAY Offramp
3655, CLUNES ROAD btwn BROOMFIELD ROAD & ALBERT STREET
3661, RESERVOIR ROAD btwn MCIVOR ROAD & CONDON STREET
3663, LEXTON-TALBOT ROAD btwn BALLARAT-MARYBOROUGH ROAD & PEEL STREET
3668, COMMERCIAL ROAD btwn BENDIGO-ST ARNAUD ROAD & BRIDGEWATER-DUNOLLY ROAD
3675, AVENUE OF HONOUR btwn CALDER HIGHWAY & MONTGOMERYS LANE
3678, BLACK FOREST DRIVE btwn FOREST STREET & SOUTH ROAD
3683, MACEDON-WOODEND HIGHWAY btwn CALDER FREEWAY & CALDER HIGHWAY Offramp
3690, DUNOLLY ROAD btwn UNNAMED & BROADWAY
3695, MARYBOROUGH-DUNOLLY ROAD btwn GOOSEBERRY HILL ROAD & MARYBOROUGH-BENDIGO ROAD
3697, LOGAN-WEDDERBURN ROAD btwn RIDGE STREET & BENDIGO-ST ARNAUD ROAD
3707, CASTERTON-NARACOORTE ROAD btwn CASTERTON-NARACOORTE ROAD Start & EDENHOPE-PENOLA ROAD
3717, NAVARRE ROAD btwn WIMMERA HIGHWAY & LANDSBOROUGH ROAD
3718, LANDSBOROUGH ROAD btwn NAVARRE ROAD & MOONAMBEL ROAD
3722, DONALD-SWAN HILL ROAD btwn MURRAY VALLEY HIGHWAY & DUMOSA-QUAMBATOOK ROAD
3726, DONALD-SWAN HILL ROAD btwn BIRCHIP-WYCHEPROOF ROAD & BORUNG HIGHWAY
3731, EDENHOPE-PENOLA ROAD btwn WIMMERA HIGHWAY & CASTERTON-NARACOORTE ROAD
3734, MADEIRA PACKET ROAD btwn ORANA DRIVE & CELLANA COURT
3743, HOPETOUN-WOOMELANG ROAD btwn HENTY HIGHWAY & UNNAMED
3745, BROOK STREET btwn SUNRAYSIA HIGHWAY & HOPETOUN-SEA LAKE ROAD
3746, HOPETOUN-SEA LAKE ROAD btwn UNNAMED & BIRCHIP ROAD
3747, BARING ROAD btwn BARING ROAD Start & CUMMINGS ROAD
3754, HOPETOUN-WALPEUP ROAD btwn KENYON AVENUE & BARING ROAD
3757, HOPETOUN-RAINBOW ROAD btwn TAVERNER STREET & AUDREY STREET
3774, STAWELL-WARRACKNABEAL ROAD btwn MINYIP-RICH AVON ROAD & UNNAMED
3782, BLUE RIBBON ROAD btwn RASMUSSEN ROAD & BAILLIE STREET
3785, BROADWAY btwn LORQUON ROAD & LORQUON ROAD
3797, BRIDGE ROAD btwn LENNOX STREET & CHURCH STREET
3803, BURWOOD ROAD btwn POWER STREET & GLENFERRIE ROAD
3805, BURWOOD ROAD btwn AUBURN ROAD & CAMBERWELL ROAD
3806, SWAN STREET btwn BATMAN AVENUE FREEWAY & PUNT ROAD
3807, SWAN STREET btwn PUNT ROAD & LENNOX STREET
3809, SWAN STREET btwn CHURCH STREET & COPPIN STREET
3824, CAMBERWELL ROAD btwn SEYMOUR GROVE & GLEN IRIS ROAD
3829, MOLLISON STREET btwn EDGECOMBE ROAD & MOLLISON PLACE
3832, RIDDELL ROAD btwn MARKHAM ROAD & DALRYMPLE ROAD
3835, RIVERSDALE ROAD btwn POWER STREET & GLENFERRIE ROAD
3837, RIVERSDALE ROAD btwn AUBURN ROAD & TOORONGA ROAD
3845, BURNLEY STREET btwn BRIDGE ROAD & SWAN STREET
3856, BALACLAVA ROAD btwn KOOYONG ROAD & HAWTHORN ROAD
3857, BALACLAVA ROAD btwn HAWTHORN ROAD & BAMBRA ROAD
3859, BALACLAVA ROAD btwn KAMBROOK ROAD & NORMANBY ROAD
3860, NORMANBY ROAD btwn BALACLAVA ROAD & BALACLAVA ROAD
3864, GLEN EIRA ROAD btwn HOTHAM STREET & ORRONG ROAD
3865, GLEN EIRA ROAD btwn ORRONG ROAD & KOOYONG ROAD
3871, NEERIM ROAD btwn QUEENS AVENUE & GRANGE ROAD
3886, HAWTHORN ROAD btwn GLENHUNTLY ROAD & NORTH ROAD
3892, MURRUMBEENA ROAD btwn KANGAROO ROAD & CROSBIE ROAD
3894, MURRUMBEENA ROAD btwn CROSBIE ROAD & NORTH ROAD
3895, HIGHBURY ROAD btwn WARRIGAL ROAD & HUNTINGDALE ROAD
3902, WAVERLEY ROAD btwn DARLING ROAD & MALVERN ROAD
3903, WAVERLEY ROAD btwn MALVERN ROAD & BELGRAVE ROAD
3905, WAVERLEY ROAD btwn BELGRAVE ROAD & CHADSTONE ROAD
3919, CENTRE ROAD btwn JASPER ROAD & TUCKER ROAD
3920, CENTRE ROAD btwn TUCKER ROAD & EAST BOUNDARY ROAD
3922, CENTRE ROAD btwn WARRIGAL ROAD & CLARINDA ROAD
3929, CENTRE ROAD btwn SPRINGVALE BYPASS & SPRINGVALE ROAD
3932, POLICE ROAD btwn BROWNS ROAD & JACKSONS ROAD
3940, BLACKBURN ROAD btwn GEORGE STREET & DONCASTER ROAD
3954, BLACKBURN ROAD btwn WAVERLEY ROAD & ENGLAND ROAD
3958, BLACKBURN ROAD btwn MONASH FREEWAY & MONASH FREEWAY Offramp
3961, BLACKBURN ROAD btwn WELLINGTON ROAD & DANDENONG ROAD
3963, JELLS ROAD btwn FERNTREE GULLY ROAD & WELLINGTON ROAD
3966, AUBURN ROAD btwn BURWOOD ROAD & RIVERSDALE ROAD
3969, GLENFERRIE ROAD btwn WELLINGTON STREET & BARKERS ROAD
3970, GLENFERRIE ROAD btwn BARKERS ROAD & BURWOOD ROAD
3972, GLENFERRIE ROAD btwn RIVERSDALE ROAD & TOORAK ROAD
3974, GLENFERRIE ROAD btwn MALVERN ROAD & HIGH STREET
3975, GLENFERRIE ROAD btwn HIGH STREET & WATTLETREE ROAD
3978, BAY ROAD btwn BLUFF ROAD & RESERVE ROAD
3980, BALCOMBE ROAD btwn BEACH ROAD & RESERVE ROAD
3981, BALCOMBE ROAD btwn RESERVE ROAD & CHARMAN ROAD
3984, BALCOMBE ROAD btwn BALCOMBE ROAD & NEPEAN HIGHWAY
3992, TOORONGA ROAD btwn RIVERSDALE ROAD & TOORAK ROAD
3996, TOORONGA ROAD btwn WATTLETREE ROAD & DANDENONG ROAD
3997, EAST BOUNDARY ROAD btwn NORTH ROAD & CENTRE ROAD
3999, CHESTERVILLE ROAD btwn SOUTH ROAD & COCHRANES ROAD
4003, CHESTERVILLE ROAD btwn ARGUS STREET & NEPEAN HIGHWAY
4009, CLARENDON STREET btwn DORCAS STREET & PARK STREET
4016, TRAM ROAD btwn DONCASTER ROAD & EASTERN FREEWAY Onramp
4022, STATION STREET btwn CANTERBURY ROAD & RIVERSDALE ROAD
4024, STATION STREET btwn ELEY ROAD & BURWOOD ROAD
4025, STATION STREET btwn BURWOOD ROAD & HIGHBURY ROAD
4027, SEA LAKE ROBINVALE ROAD btwn MURRAY VALLEY HIGHWAY & MANANGATANG-SEA LAKE ROAD
4033, CITY ROAD btwn MORAY STREET & CLARENDON STREET
4035, CITY ROAD btwn CECIL STREET & FERRARS STREET
4037, CITY ROAD btwn MONTAGUE STREET & CROCKFORD STREET
4041, MCCALLUM STREET btwn CURLEWIS STREET & MCCALLUM STREET
4046, BALLARAT-MARYBOROUGH ROAD btwn BALLARAT STREET & LEXTON-TALBOT ROAD
4048, BALLARAT-MARYBOROUGH ROAD btwn BALLARAT ROAD & MCCALLUMS CREEK ROAD
4053, LEARMONTH ROAD btwn BALLARAT-MARYBOROUGH ROAD & WESTERN HIGHWAY Offramp
4057, LEARMONTH ROAD btwn WESTERN HIGHWAY Offramp & LEARMONTH ROAD
4063, KERANG-MURRABIT ROAD btwn MURRABIT ROAD & HAYMAN LANE
4065, COHUNA-KOONDROOK ROAD btwn KERANG-KOONDROOK ROAD & COHUNA-KOONDROOK ROAD Town Bound
4068, COHUNA-MCMILLANS ROAD btwn COHUNA-MCMILLANS ROAD & COHUNA-LEITCHVILLE ROAD
4074, BOORT-PYRAMID ROAD btwn GODFREY STREET & TEMPLETON DRIVE
4083, BOORT-WYCHEPROOF ROAD btwn BOORT-WYCHEPROOF ROAD Town Bound & WRIGHT STREET
4087, GODFREY STREET btwn VICTORIA STREET & STATION STREET
4088, BOORT-WEDDERBURN ROAD btwn BOORT-PYRAMID ROAD & UNNAMED
4098, SERPENTINE ROAD btwn BRIDGEWATER-SERPENTINE ROAD & INGLEWOOD ROAD
4101, ECHUCA-MITIAMO ROAD btwn BENDIGO-TENNYSON ROAD & LOCKINGTON ROAD
4102, ECHUCA-MITIAMO ROAD btwn LOCKINGTON ROAD & NORTHERN HIGHWAY
4104, KING STREET btwn WILLIAMSONS ROAD & VICTORIA STREET
4105, KING STREET btwn VICTORIA STREET & BLACKBURN ROAD
4106, ELMORE-RAYWOOD ROAD btwn BENDIGO-PYRAMID ROAD & BENDIGO-TENNYSON ROAD
4108, HUNTER ROAD btwn ELMORE-RAYWOOD ROAD & RAILWAY PLACE
4110, BENDIGO-PYRAMID ROAD btwn BARBER STREET & BOORT-MITIAMO ROAD
4111, BOORT-MITIAMO ROAD btwn BENDIGO-PYRAMID ROAD & BENDIGO-PYRAMID ROAD
4113, BENDIGO-PYRAMID ROAD btwn PRAIRIE-ROCHESTER ROAD & INGLEWOOD STREET
4123, GRAHAM ROAD btwn HENDERSON ROAD & MCEWEN ROAD
4127, HENDERSON ROAD btwn MURRAY VALLEY HIGHWAY & GOODA STREET
4130, JOHN ALLAN ROAD btwn MURRAY VALLEY HIGHWAY & ALBION STREET
4133, BULLEEN ROAD btwn BRIDGE STREET & MANNINGHAM ROAD
4137, BYRNESIDE-KYABRAM ROAD btwn ALLAN STREET & LANCASTER-MOOROOPNA ROAD
4141, ECHUCA-MOOROOPNA ROAD btwn MURRAY VALLEY HIGHWAY & TATURA-UNDERA ROAD
4145, ECHUCA-MOOROOPNA ROAD btwn MCLENNAN STREET & MCLENNAN STREET
4146, TATURA-UNDERA ROAD btwn ECHUCA-MOOROOPNA ROAD & LANCASTER-MOOROOPNA ROAD
4153, BARMAH-SHEPPARTON ROAD btwn MURRAY VALLEY HIGHWAY & GOULBURN VALLEY HIGHWAY
4154, CURR ROAD btwn WEBB ROAD & BRUDENELL STREET
4155, BRUDENELL STREET btwn CURR ROAD & MIDLAND HIGHWAY
4161, RIVER ROAD btwn MOOROOPNA RIVER ROAD & METEORITE STREET
4163, RUSHWORTH-TATURA ROAD btwn MOORA ROAD & UNNAMED
4167, HEATHCOTE-ROCHESTER ROAD btwn MIDLAND HIGHWAY & BENDIGO-MURCHISON ROAD
4169, HEATHCOTE-NAGAMBIE ROAD btwn HIGH STREET & FOREST DRIVE
4171, HEATHCOTE-NAGAMBIE ROAD btwn FOREST DRIVE & VICKERS LANE
4174, LIVINGSTONE STREET btwn BANK STREET & JONES STREET
4182, SEYMOUR-TOOBORAC ROAD btwn HUME FREEWAY & HUME HIGHWAY
4183, HUME HIGHWAY btwn SEYMOUR-TOOBORAC ROAD & TIERNEY STREET
4185, LANCEFIELD-TOOBORAC ROAD btwn NORTHERN HIGHWAY & MAIN ROAD
4191, LANCEFIELD-KILMORE ROAD btwn GWEN PLACE & FOOTE STREET
4202, GISBORNE-KILMORE ROAD btwn GYRO CLOSE & MELBOURNE-LANCEFIELD ROAD
4204, BENALLA-TOCUMWAL ROAD btwn MURRAY VALLEY HIGHWAY & COBRAM SOUTH ROAD
4207, BENALLA-TOCUMWAL ROAD btwn KATAMATITE-NATHALIA ROAD & TUNGAMAH MAIN ROAD
4210, COBRAM-KOONOOMOO ROAD btwn GOULBURN VALLEY HIGHWAY & RITCHIE ROAD
4211, COBRAM-KOONOOMOO ROAD btwn RITCHIE ROAD & BROADWAY STREET
4220, KATAMATITE-NATHALIA ROAD btwn KATAMATITE-SHEPPARTON ROAD & BENALLA-TOCUMWAL ROAD
4097, BRIDGEWATER-SERPENTINE ROAD btwn BRIDGEWATER-SERPENTINE ROAD Town Bound & SERPENTINE ROAD
4100, ECHUCA-MITIAMO ROAD btwn BENDIGO-PYRAMID ROAD & BENDIGO-TENNYSON ROAD
4107, ELMORE-RAYWOOD ROAD btwn BENDIGO-TENNYSON ROAD & HUNTER ROAD
4115, BENDIGO-PYRAMID ROAD btwn INGLEWOOD STREET & UNNAMED
4116, SAILORS GULLY ROAD btwn BENDIGO-PYRAMID ROAD & HIGH STREET
4119, BENDIGO-TENNYSON ROAD btwn ELMORE-RAYWOOD ROAD & MIDLAND HIGHWAY
4122, MCKENZIE ROAD btwn CORNELIA CREEK ROAD & GRAHAM ROAD
4126, MCCORMICK ROAD btwn MCEWEN ROAD & ALBION STREET
4129, HENDERSON ROAD btwn FINLAY ROAD & GRAHAM ROAD
4132, ALBION STREET btwn EDIS STREET & ALLAN STREET
4134, BULLEEN ROAD btwn LEONIS AVENUE & DONCASTER ROAD
4138, BYRNESIDE-KYABRAM ROAD btwn LANCASTER-MOOROOPNA ROAD & MIDLAND HIGHWAY
4139, LANCASTER-MOOROOPNA ROAD btwn BYRNESIDE-KYABRAM ROAD & TATURA-UNDERA ROAD
4140, LANCASTER-MOOROOPNA ROAD btwn TATURA-UNDERA ROAD & ECHUCA-MOOROOPNA ROAD
4149, TATURA-UNDERA ROAD btwn LANCASTER-MOOROOPNA ROAD & MIDLAND HIGHWAY
4150, TATURA-UNDERA ROAD btwn MIDLAND HIGHWAY & ROSS STREET
4152, BARMAH-SHEPPARTON ROAD btwn BARHAM ROAD & MURRAY VALLEY HIGHWAY
4160, MURCHISON-TATURA ROAD btwn ROSS STREET & MOOROOPNA RIVER ROAD
4164, RUSHWORTH-TATURA ROAD btwn UNNAMED & UNNAMED
4172, VICKERS LANE btwn BLAYNEY LANE & HIGH STREET
4177, SEYMOUR-TOOBORAC ROAD btwn NORTHERN HIGHWAY & SUNGARRIN ROAD
4178, SEYMOUR-TOOBORAC ROAD btwn SUNGARRIN ROAD & HUME FREEWAY Offramp
4186, MAIN ROAD btwn LANCEFIELD-TOOBORAC ROAD & LANCEFIELD-KILMORE ROAD
4189, THOMPSONS ROAD btwn MANNINGHAM ROAD & FOOTE STREET
4190, LANCEFIELD-KILMORE ROAD btwn MAIN ROAD & GWEN PLACE
4194, AITKEN STREET btwn HAMILTON STREET & ROBERTSON STREET
4195, STATION ROAD btwn AITKEN STREET & MORROW ROAD
4209, BENALLA-TOCUMWAL ROAD btwn DOOKIE-DEVENISH ROAD & MIDLAND HIGHWAY
4216, KATAMATITE-NATHALIA ROAD btwn BLAKE STREET & UNNAMED
4218, KATAMATITE-NATHALIA ROAD btwn GOULBURN VALLEY HIGHWAY & KINNAIRDS ROAD
4222, WANGARATTA-YARRAWONGA ROAD btwn MURRAY VALLEY HIGHWAY & WANGANDARY ROAD
4223, EDWARDS STREET btwn WANGARATTA-YARRAWONGA ROAD & MURPHY STREET
4227, TUNGAMAH MAIN ROAD btwn BENALLA-TOCUMWAL ROAD & SPRY STREET
4229, TUNGAMAH MAIN ROAD btwn MAY STREET & BENALLA-YARRAWONGA ROAD
4244, MURCHISON-VIOLET TOWN ROAD btwn EUROA-ARCADIA ROAD & EUROA-SHEPPARTON ROAD
4248, URMSTON STREET btwn HUME FREEWAY Offramp & HUME FREEWAY
4250, HARRYS CREEK ROAD btwn HUME FREEWAY & HUME IN-HARRYS CREEK RAMP
4264, RUTHERGLEN-WAHGUNYAH ROAD btwn ALL SAINTS ROAD & FEDERATION WAY
4275, SCORESBY ROAD btwn BURWOOD HIGHWAY & FERNTREE GULLY ROAD
4276, MAIN STREET btwn FORTUNE STREET & CHILTERN-RUTHERGLEN ROAD
4277, CHILTERN-RUTHERGLEN ROAD btwn MAIN STREET & NORTH ROAD
4282, MAIN STREET btwn CHILTERN-HOWLONG ROAD & BEECHWORTH-CHILTERN ROAD
4288, KELLETTS ROAD btwn STUD ROAD & TAYLORS LANE
4297, YARRA ROAD btwn PLYMOUTH ROAD & WHITEHORSE ROAD
4307, WANTIRNA ROAD btwn CANTERBURY ROAD & BORONIA ROAD
4316, KANGAROO GROUND-ST ANDREWS ROAD btwn WATTLE GLEN ROAD & ELTHAM-YARRA GLEN ROAD
4320, BARRY ROAD btwn BLAIR STREET & SYDNEY ROAD
4321, UNION STREET btwn QUEENS ROAD & ST KILDA ROAD
4323, MELROSE DRIVE btwn SHARPS ROAD & MICKLEHAM ROAD
4334, HEATHS ROAD btwn BOLTON ROAD & GREAVES STREET
4340, HEATHS ROAD btwn MORRIS ROAD & OLD GEELONG ROAD
4342, OLD GEELONG ROAD btwn SAYERS ROAD & FITZGERALDS ROAD
4346, PRINCES HIGHWAY btwn OLD GEELONG ROAD & DERRIMUT ROAD
4348, SYNNOT STREET btwn PRINCES HIGHWAY & DUNCANS ROAD
4351, WERRIBEE STREET btwn WATTON STREET & PRINCES HIGHWAY
4353, WERRIBEE MAIN ROAD btwn PRINCES HIGHWAY & PRINCES HIGHWAY WEST Onramp
4354, WERRIBEE MAIN ROAD btwn PRINCES HIGHWAY WEST Onramp & PRINCES FREEWAY WEST
4360, GRIEVE PARADE btwn WEST GATE FREEWAY & WEST GATE FREEWAY
4365, BOUNDARY ROAD btwn FITZGERALD ROAD & WESTERN RING ROAD Offramp
4368, BOUNDARY ROAD btwn WESTERN RING ROAD & WESTERN RING ROAD Offramp
4369, BOUNDARY ROAD btwn WESTERN RING ROAD Offramp & FAIRBAIRN ROAD
4370, LITTLE BOUNDARY ROAD btwn BOUNDARY ROAD & PRINCES FREEWAY WEST
4373, DOHERTYS ROAD btwn PRINCES FREEWAY WEST & PRINCES FREEWAY WEST
4374, DOHERTYS ROAD btwn PRINCES FREEWAY WEST & GRIEVE PARADE
4387, MOORE STREET btwn DONALD STREET & HOPKINS STREET
4389, SOMERVILLE ROAD btwn FAIRBAIRN ROAD & MARKET ROAD
4396, FORSTER ROAD btwn MONASH FREEWAY Offramp & MONASH FREEWAY
4398, FORSTER ROAD btwn MONASH FREEWAY & MONASH FREEWAY Offramp
4415, BEECHWORTH ROAD btwn BEECHWORTH-WODONGA ROAD & HIGH STREET
4419, WODONGA-YACKANDANDAH ROAD btwn CEMETERY LANE & LINDSAY ROAD
4422, WODONGA-YACKANDANDAH ROAD btwn CHAPPLE LANE & KIEWA VALLEY HIGHWAY
4424, BUCKLAND GAP ROAD btwn BUCKLAND GAP ROAD Town Bound & GREAT ALPINE ROAD
4427, STANLEY ROAD btwn PAYNE ROAD & LOWER NINE MILE ROAD
4430, DEDERANG ROAD btwn HIGH STREET & WINDHAM STREET
4435, RUNNING CREEK ROAD btwn HAPPY VALLEY ROAD & KIEWA VALLEY HIGHWAY
4437, BONEGILLA ROAD btwn HUME WEIR ROAD & MURRAY VALLEY HIGHWAY
4439, KIEWA EAST ROAD btwn LOCKHARTS GAP ROAD & MURRAY VALLEY HIGHWAY
4441, CUDGEWA-TINTALDRA ROAD btwn MURRAY VALLEY HIGHWAY & MAIN ROAD
4443, MAIN STREET btwn CUDGEWA-TINTALDRA ROAD & TINTALDRA ROAD
4444, STANDISH STREET btwn MYRTLE STREET & BUFFALO RIVER ROAD
4445, BUFFALO RIVER ROAD btwn JAMES BRIDGE & BUFFALO RIVER ROAD End
4448, WANGARATTA-WHITFIELD ROAD btwn GLENROWAN-MYRTLEFORD ROAD & MANSFIELD-WHITFIELD ROAD
4460, BENALLA-TATONG ROAD btwn SAMARIA ROAD & TATONG-TOLMIE ROAD
4461, MANSFIELD-WHITFIELD ROAD btwn HIGH STREET & DEAD HORSE LANE
4477, ST ALBANS ROAD btwn ST ALBANS ROAD & BALLARAT ROAD
4480, TAGGERTY-THORNTON ROAD btwn MAROONDAH HIGHWAY & GOULBURN VALLEY HIGHWAY
4483, UPPER GOULBURN ROAD btwn HUME FREEWAY & GOULBURN VALLEY HIGHWAY
4486, STRATH CREEK ROAD btwn HUME FREEWAY Offramp & HUME FREEWAY
4490, STRATH CREEK ROAD btwn HUME FREEWAY Onramp & KING PARROT CREEK ROAD
4507, MCINTYRE ROAD btwn BERKSHIRE ROAD & BERKSHIRE ROAD
4513, GEMBROOK-LAUNCHING PLACE ROAD btwn WARBURTON HIGHWAY & GEMBROOK ROAD
4523, MAIN NEERIM ROAD btwn MAIN NEERIM ROAD Town Bound & LONGMORE ROAD
4525, MAIN NEERIM ROAD btwn BLOOMFIELD ROAD & JINDIVICK-NEERIM SOUTH ROAD
4526, MAIN NEERIM ROAD btwn BRANDY CREEK ROAD & BLOOMFIELD ROAD
4527, MAIN NEERIM ROAD btwn OLD SALE ROAD & BRANDY CREEK ROAD
4530, MAIN NEERIM ROAD btwn PRINCES FREEWAY EAST & PRINCES FREEWAY EAST
4532, MAIN NEERIM ROAD btwn MAIN NEERIM ROAD & PRINCES FREEWAY EAST
4534, MAIN NEERIM ROAD btwn PRINCESS WAY & ABLETT COURT
4541, SUNSHINE AVENUE btwn WESTERN RING ROAD Offramp & WESTERN RING ROAD
4543, SUNSHINE AVENUE btwn WESTERN RING ROAD & WESTERN RING ROAD
4544, SUNSHINE AVENUE btwn WESTERN RING ROAD & WESTERN RING ROAD Offramp
4551, VICTORIA STREET btwn NAPIER STREET & BRANDY CREEK ROAD
4552, VICTORIA STREET btwn ALFRED STREET & NAPIER STREET
4556, WILLOW GROVE ROAD btwn WILLOW GROVE ROAD & SETTLEMENT ROAD
4558, MIRBOO NORTH-TRAFALGAR ROAD btwn PRINCES HIGHWAY EAST & PRINCES HIGHWAY EAST
4561, WALHALLA ROAD btwn MOE-WILLOW GROVE ROAD & THOMSON VALLEY ROAD
4562, OLD SALE ROAD btwn MOORE STREET & MOE-WILLOW GROVE ROAD
4568, LLOYD STREET btwn PRINCES FREEWAY EAST & PRINCES FREEWAY EAST
4571, NARRACAN DRIVE btwn NARRACAN DRIVE & GEORGE STREET
4572, NARRACAN DRIVE btwn PRINCES FREEWAY EAST & NARRACAN DRIVE
4574, JOHN FIELD DRIVE btwn SULLIVANS ROAD & BOOLARRA-FOSTER AVENUE
4575, JOHN FIELD DRIVE btwn LA TROBE RIVER ROAD & SULLIVANS ROAD
4576, LA TROBE RIVER ROAD btwn LA TROBE RIVER ROAD & DECAMPO DRIVE
4578, MOE-GLENGARRY ROAD btwn BROWN COAL MINE ROAD & LA TROBE RIVER ROAD
4581, TYERS ROAD btwn TYERS-GLENGARRY ROAD & WALHALLA-TYERS ROAD
4584, TYERS ROAD btwn KIMBERLEY DRIVE & GREY STREET
4585, GREY STREET btwn TYERS ROAD & ARGYLE STREET
4588, TRARALGON-MAFFRA ROAD btwn MARSHALLS ROAD & ARGYLE STREET
4607, MAFFRA-ROSEDALE ROAD btwn GRAVEL MAFFRA-ROSEDALE ROAD & SALE-HEYFIELD ROAD
4615, STRATFORD ROAD btwn FULTON ROAD & STRATFORD ROAD
4616, STRATFORD-MAFFRA ROAD btwn PRINCES HIGHWAY EAST & STRATFORD ROAD
4620, POWERSCOURT STREET btwn MAFFRA-BRIAGOLONG ROAD & POWERSCOURT STREET
4624, BAIRNSDALE-LINDENOW ROAD btwn BAIRNSDALE-DARGO ROAD & MAIN ROAD
4627, BULLUMWAAL ROAD btwn DAMONS ROAD & WOODWARD STREET
4634, ANDERSON ROAD btwn ST ALBANS ROAD & FOUNDRY ROAD
4637, ANDERSON ROAD btwn SUN CRESCENT & DURHAM ROAD
4640, GLENROWAN-MYRTLEFORD ROAD btwn GLENROWAN-WANGARATTA ROAD & HUME FREEWAY Offramp
4645, GLENROWAN-MYRTLEFORD ROAD btwn GRETA ROAD & WANGARATTA-WHITFIELD ROAD
2053, COX ROAD btwn BELMONT-CORIO ROAD & MOA STREET
4661, THOMPSON ROAD btwn COX ROAD & MORGAN STREET
4665, SHANNON AVENUE btwn BALLARAT ROAD & CHURCH STREET
4667, SHANNON AVENUE btwn AUTUMN STREET & ABERDEEN STREET
4670, SHANNON AVENUE btwn NOBLE STREET & WEST FYANS STREET
4671, SHANNON AVENUE btwn WEST FYANS STREET & SHANNON AVENUE
4676, BUCKLEY STREET btwn HOFFMANS ROAD & WAVERLEY STREET
4681, GILLIES STREET btwn WESTERN FREEWAY & WESTERN FREEWAY
4685, GILLIES STREET btwn NORMAN STREET & HOWITT STREET
4688, GILLIES STREET btwn STURT STREET & STURT STREET
4694, FEDERATION WAY btwn RUTHERGLEN-WAHGUNYAH ROAD & MURRAY VALLEY HIGHWAY
4702, BALLAN ROAD btwn BOLTON ROAD & GREENS ROAD
4707, LYONS STREET btwn ROSEDALE-LONGFORD ROAD & PRINCE STREET
4719, KEILOR ROAD btwn WALTERS AVENUE & MATTHEWS AVENUE
4739, PRINCES WAY btwn PRINCES WAY & CALWAY STREET
4749, QUEEN STREET btwn CHARLES STREET & NORTH ROAD
4761, HOTHAM STREET btwn GLEN EIRA ROAD & BRIGHTON ROAD
4765, LORIMER STREET btwn INGLES STREET & WEST GATE FREEWAY Offramp
4772, ORFORD STREET btwn WAVERLEY STREET & MARIBYRNONG ROAD
4775, EPSOM ROAD btwn MARIBYRNONG ROAD & LANGS ROAD
4781, CHILDS ROAD btwn DALTON ROAD & BETULA AVENUE
4784, SETTLEMENT ROAD btwn DALTON ROAD & WOOD STREET
4791, DALTON ROAD btwn METROPOLITAN RING ROAD Offramp & METROPOLITAN RING ROAD Offramp
4800, GORGE ROAD btwn MCDONALDS ROAD & KURRAK ROAD
4805, TODD ROAD btwn WEST GATE FREEWAY Offramp & WILLIAMSTOWN ROAD
4809, STRATFORD-BENGWORDEN ROAD btwn PRINCES HIGHWAY EAST & BENGWORDEN ROAD
4810, RAGLAN STREET btwn RAGLAN ROAD & YORK STREET
4826, FISH CREEK-FOSTER ROAD btwn FISH CREEK-YANAKIE ROAD & FISH CREEK-FOSTER ROAD
4829, MAIN STREET btwn MAIN STREET & TOORA ROAD
4832, TOORA ROAD btwn POWERS STREET & SOUTH GIPPSLAND HIGHWAY
4834, NERRENA ROAD btwn OLGILVY STREET & MIRBOO NORTH-MEENYAN ROAD
4841, MIRBOO NORTH-MEENYAN ROAD btwn NERRENA ROAD & ROYSTON STREET
4848, KORUMBURRA-WARRAGUL ROAD btwn PRINCES FREEWAY EAST & PRINCES HIGHWAY EAST Offramp
4849, KORUMBURRA-WARRAGUL ROAD btwn PRINCES FREEWAY EAST & PRINCES FREEWAY EAST
4852, KORUMBURRA-WARRAGUL ROAD btwn STUART STREET & RANCEBY ROAD
4857, DROUIN-KORUMBURRA ROAD btwn WESTERN PORT ROAD & DROUIN ROAD
4860, RANCEBY ROAD btwn DROUIN ROAD & RANCEBY ROAD
4873, POWLETT STREET btwn GOROKE STREET & POWLETT STREET End
4874, RADOVICK STREET btwn COMMERCIAL STREET & COMMERCIAL STREET
4880, MALVERN ROAD btwn COMMERCIAL ROAD & WILLIAMS ROAD
4881, MALVERN ROAD btwn WILLIAMS ROAD & ORRONG ROAD
4888, MALVERN ROAD btwn BURKE ROAD & HIGH STREET
4014, OLD DANDENONG ROAD btwn KINGSTON ROAD & BOUNDARY ROAD
4015, OLD DANDENONG ROAD btwn BOUNDARY ROAD & CENTRE DANDENONG ROAD
4023, STATION STREET btwn RIVERSDALE ROAD & ELEY ROAD
4029, WATTLE STREET btwn LARUNDEL STREET & MALLEE HIGHWAY
4040, SEA LAKE-ULTIMA-SWAN HILL ROAD btwn MCCALLUM STREET & GRAY STREET
4050, TALBOT ROAD btwn BALLARAT-MARYBOROUGH ROAD & BAILEY STREET
4052, BALLARAT-MARYBOROUGH ROAD btwn TREWINS ROAD & LEARMONTH ROAD
4059, HOWITT STREET btwn GILLIES STREET & CRESWICK ROAD
